0,1,2,3,4,5,6,7,8,9,10
salty snack,soda,oil,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
yogurt,soda,frozen fish,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
herbs,pot plants,cake bar,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
pork,UHT-milk,frozen fish,,,,,,,,
whole milk,canned beer,,,,,,,,,
specialty cheese,brown bread,margarine,,,,,,,,
long life bakery product,soda,soda,,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
spread cheese,whole milk,,,,,,,,,
beef,chocolate,,,,,,,,,
sausage,grapes,,,,,,,,,
soft cheese,specialty chocolate,,,,,,,,,
turkey,specialty bar,,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
salty snack,coffee,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
zwieback,yogurt,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
pastry,pet care,,,,,,,,,
pip fruit,curd,,,,,,,,,
sausage,grapes,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
domestic eggs,whole milk,artif. sweetener,,,,,,,,
pastry,chewing gum,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
ham,UHT-milk,margarine,,,,,,,,
dessert,citrus fruit,,,,,,,,,
ham,butter milk,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
ice cream,long life bakery product,,,,,,,,,
sliced cheese,soda,oil,syrup,,,,,,,
misc. beverages,other vegetables,,,,,,,,,
berries,coffee,margarine,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda,,
beverages,packaged fruit/vegetables,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
beef,citrus fruit,napkins,semi-finished bread,brown bread,,,,,,
root vegetables,pip fruit,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
bottled beer,seasonal products,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
syrup,whole milk,,,,,,,,,
female sanitary products,whole milk,hygiene articles,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
meat,other vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
citrus fruit,shopping bags,domestic eggs,,,,,,,,
hamburger meat,other vegetables,chocolate marshmallow,,,,,,,,
butter,butter milk,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
coffee,butter milk,,,,,,,,,
sausage,yogurt,baking powder,,,,,,,,
frankfurter,chocolate,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
other vegetables,cat food,,,,,,,,,
detergent,tropical fruit,soda,margarine,,,,,,,
root vegetables,root vegetables,citrus fruit,cat food,,,,,,,
butter,sliced cheese,,,,,,,,,
turkey,seasonal products,,,,,,,,,
chicken,bottled water,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
onions,vinegar,,,,,,,,,
sausage,curd,,,,,,,,,
bottled water,napkins,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whipped/sour cream,chewing gum,,,,,,,,,
meat,root vegetables,,,,,,,,,
hamburger meat,detergent,flour,,,,,,,,
berries,root vegetables,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
canned beer,curd,,,,,,,,,
organic sausage,UHT-milk,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
canned beer,brown bread,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
condensed milk,pork,whole milk,pastry,,,,,,,
whole milk,sweet spreads,soda,soda,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
ice cream,margarine,sliced cheese,pastry,,,,,,,
root vegetables,soda,long life bakery product,,,,,,,,
onions,hygiene articles,,,,,,,,,
sausage,yogurt,,,,,,,,,
citrus fruit,whole milk,chocolate,,,,,,,,
other vegetables,yogurt,brown bread,,,,,,,,
butter milk,whole milk,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
chicken,coffee,,,,,,,,,
other vegetables,yogurt,yogurt,,,,,,,,
frankfurter,prosecco,,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
beef,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,canned beer,,,,,,,
root vegetables,other vegetables,,,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
hamburger meat,candy,napkins,,,,,,,,
pip fruit,hard cheese,detergent,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
beverages,oil,,,,,,,,,
liquor,yogurt,napkins,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
sausage,bottled water,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
misc. beverages,whole milk,onions,yogurt,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
soda,rolls/buns,,,,,,,,,
bottled water,seasonal products,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
beef,UHT-milk,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
liquor,long life bakery product,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
canned beer,pastry,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
dessert,semi-finished bread,,,,,,,,,
frankfurter,hygiene articles,rolls/buns,,,,,,,,
butter,cream,,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
meat,butter,,,,,,,,,
berries,curd,,,,,,,,,
sausage,pasta,,,,,,,,,
tropical fruit,frozen fruits,,,,,,,,,
soda,liquor (appetizer),salty snack,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,root vegetables,whole milk,whole milk,newspapers,,,,,,
soft cheese,bottled beer,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
pastry,whole milk,,,,,,,,,
pip fruit,candy,,,,,,,,,
whole milk,whole milk,bottled water,,,,,,,,
whole milk,flour,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
beef,canned beer,,,,,,,,,
other vegetables,margarine,,,,,,,,,
sausage,pork,butter,whole milk,fruit/vegetable juice,,,,,,
beverages,curd,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
citrus fruit,hard cheese,pastry,salty snack,,,,,,,
tropical fruit,soda,UHT-milk,,,,,,,,
soda,fruit/vegetable juice,bottled beer,,,,,,,,
hamburger meat,canned beer,other vegetables,canned fruit,,,,,,,
pork,citrus fruit,,,,,,,,,
dessert,dental care,,,,,,,,,
brown bread,hair spray,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
root vegetables,ice cream,margarine,,,,,,,,
yogurt,butter,cling film/bags,fruit/vegetable juice,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
root vegetables,soda,,,,,,,,,
long life bakery product,zwieback,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
soda,misc. beverages,,,,,,,,,
tropical fruit,whole milk,dog food,,,,,,,,
yogurt,whole milk,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
rolls/buns,yogurt,hard cheese,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
sausage,sliced cheese,ice cream,long life bakery product,,,,,,,
canned beer,canned beer,,,,,,,,,
meat spreads,butter,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
UHT-milk,pastry,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
hygiene articles,chocolate,soups,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
root vegetables,bottled water,whipped/sour cream,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
whole milk,soda,mayonnaise,,,,,,,,
sausage,ketchup,,,,,,,,,
sausage,root vegetables,bottled beer,butter,whole milk,newspapers,yogurt,,,,
citrus fruit,rolls/buns,frozen vegetables,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
canned beer,yogurt,,,,,,,,,
chicken,vinegar,,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,rice,,,,,,,,,
meat,whole milk,whipped/sour cream,,,,,,,,
whole milk,whipped/sour cream,newspapers,,,,,,,,
pastry,bottled water,,,,,,,,,
beef,waffles,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
root vegetables,margarine,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
frankfurter,sausage,margarine,rolls/buns,bottled beer,mustard,,,,,
pip fruit,brown bread,oil,,,,,,,,
margarine,long life bakery product,,,,,,,,,
specialty chocolate,brown bread,,,,,,,,,
tropical fruit,sausage,dog food,sweet spreads,,,,,,,
rolls/buns,pastry,,,,,,,,,
dessert,other vegetables,whipped/sour cream,,,,,,,,
citrus fruit,beef,tropical fruit,curd,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
rolls/buns,dessert,frozen meals,grapes,other vegetables,napkins,other vegetables,,,,
chicken,rolls/buns,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
citrus fruit,citrus fruit,soda,,,,,,,,
citrus fruit,pet care,,,,,,,,,
brown bread,ice cream,fruit/vegetable juice,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
whole milk,dental care,,,,,,,,,
other vegetables,napkins,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
butter,shopping bags,newspapers,,,,,,,,
beverages,domestic eggs,soda,butter milk,,,,,,,
frozen potato products,margarine,,,,,,,,,
meat,frozen meals,whole milk,domestic eggs,,,,,,,
dessert,frozen vegetables,,,,,,,,,
butter milk,margarine,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
soda,other vegetables,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
cake bar,whipped/sour cream,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
whole milk,frozen meals,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,soda,,,,,,,,,
root vegetables,frozen potato products,dental care,,,,,,,,
whole milk,waffles,chocolate,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
misc. beverages,newspapers,,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
canned beer,grapes,bottled beer,yogurt,,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
UHT-milk,frozen meals,,,,,,,,,
pasta,whole milk,waffles,,,,,,,,
yogurt,shopping bags,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
pork,root vegetables,,,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
tidbits,dessert,cat food,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
meat,condensed milk,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
nuts/prunes,canned beer,other vegetables,shopping bags,,,,,,,
canned beer,rolls/buns,other vegetables,dog food,,,,,,,
citrus fruit,soda,berries,coffee,sugar,,,,,,
chicken,soda,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
beef,tea,oil,,,,,,,,
sausage,beverages,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
butter milk,butter,,,,,,,,,
meat,other vegetables,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
whole milk,sauces,,,,,,,,,
whole milk,curd,,,,,,,,,
beef,canned beer,margarine,,,,,,,,
cat food,yogurt,bottled beer,pastry,,,,,,,
bottled water,flour,sugar,,,,,,,,
other vegetables,flour,,,,,,,,,
misc. beverages,domestic eggs,,,,,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
snack products,soda,,,,,,,,,
other vegetables,rolls/buns,sweet spreads,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
napkins,bottled water,,,,,,,,,
onions,waffles,,,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
curd,whipped/sour cream,,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
condensed milk,other vegetables,softener,,,,,,,,
pastry,butter,,,,,,,,,
beverages,long life bakery product,hygiene articles,,,,,,,,
bottled beer,frozen meals,whole milk,root vegetables,,,,,,,
waffles,dishes,domestic eggs,oil,,,,,,,
soda,domestic eggs,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
specialty cheese,butter milk,,,,,,,,,
beef,mayonnaise,,,,,,,,,
whole milk,brown bread,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
tropical fruit,pudding powder,,,,,,,,,
whole milk,detergent,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
canned beer,yogurt,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
brown bread,yogurt,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
beef,meat,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
pip fruit,bottled beer,margarine,,,,,,,,
berries,whole milk,,,,,,,,,
canned beer,cake bar,,,,,,,,,
zwieback,brown bread,,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,canned beer,,,,,,,,,
other vegetables,butter,,,,,,,,,
whole milk,baking powder,,,,,,,,,
white bread,red/blush wine,,,,,,,,,
root vegetables,long life bakery product,,,,,,,,,
pork,sugar,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
beef,tropical fruit,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
curd cheese,soda,,,,,,,,,
pork,newspapers,root vegetables,,,,,,,,
pastry,domestic eggs,bottled water,,,,,,,,
other vegetables,pork,herbs,oil,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
beef,brown bread,frozen fish,,,,,,,,
newspapers,soups,,,,,,,,,
pork,pork,margarine,other vegetables,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
whole milk,shopping bags,,,,,,,,,
chocolate,seasonal products,rolls/buns,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
dessert,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
pastry,napkins,shopping bags,margarine,,,,,,,
rolls/buns,tropical fruit,seasonal products,fruit/vegetable juice,,,,,,,
whole milk,citrus fruit,butter,pip fruit,,,,,,,
dessert,pickled vegetables,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
chicken,citrus fruit,,,,,,,,,
ice cream,yogurt,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
pork,canned beer,prosecco,fruit/vegetable juice,,,,,,,
canned beer,ham,,,,,,,,,
beef,flower (seeds),,,,,,,,,
pot plants,shopping bags,,,,,,,,,
sausage,dessert,,,,,,,,,
sausage,citrus fruit,red/blush wine,frozen vegetables,cream,,,,,,
whole milk,baking powder,,,,,,,,,
beef,root vegetables,,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
bottled water,long life bakery product,soda,,,,,,,,
other vegetables,yogurt,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
canned beer,pip fruit,,,,,,,,,
berries,other vegetables,butter,newspapers,,,,,,,
spread cheese,shopping bags,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
cat food,other vegetables,,,,,,,,,
root vegetables,flour,,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
canned beer,bottled water,,,,,,,,,
tropical fruit,turkey,salty snack,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
napkins,dessert,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
other vegetables,butter milk,,,,,,,,,
soda,condensed milk,curd,,,,,,,,
sausage,bottled water,,,,,,,,,
bottled water,chocolate,,,,,,,,,
rice,dish cleaner,,,,,,,,,
oil,bottled water,whipped/sour cream,,,,,,,,
whole milk,butter,,,,,,,,,
cream cheese ,frozen vegetables,,,,,,,,,
other vegetables,yogurt,soda,,,,,,,,
chewing gum,domestic eggs,packaged fruit/vegetables,,,,,,,,
bottled beer,other vegetables,salty snack,,,,,,,,
sausage,root vegetables,soda,,,,,,,,
misc. beverages,salty snack,,,,,,,,,
whole milk,sauces,hard cheese,,,,,,,,
frankfurter,citrus fruit,bottled water,fruit/vegetable juice,,,,,,,
cookware,sausage,soda,spices,,,,,,,
pip fruit,yogurt,,,,,,,,,
whole milk,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
other vegetables,frankfurter,rolls/buns,other vegetables,shopping bags,,,,,,
citrus fruit,other vegetables,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
rolls/buns,margarine,soda,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,mayonnaise,liquor,,,,,,,,
citrus fruit,hamburger meat,other vegetables,specialty chocolate,,,,,,,
soda,newspapers,,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
pork,tropical fruit,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
yogurt,ice cream,,,,,,,,,
cereals,bottled water,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
pork,root vegetables,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
dessert,white bread,salty snack,cat food,,,,,,,
bottled beer,margarine,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
meat,coffee,,,,,,,,,
whole milk,newspapers,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
cling film/bags,whipped/sour cream,coffee,,,,,,,,
whole milk,beverages,,,,,,,,,
beef,rolls/buns,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,coffee,,,,,,,,,
soda,soda,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
shopping bags,misc. beverages,,,,,,,,,
waffles,cling film/bags,,,,,,,,,
citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
chicken,other vegetables,,,,,,,,,
beef,bottled water,soda,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,other vegetables,,,,,,,,,
onions,curd,,,,,,,,,
pastry,frozen vegetables,,,,,,,,,
newspapers,hamburger meat,whole milk,specialty cheese,,,,,,,
pork,other vegetables,,,,,,,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
hamburger meat,citrus fruit,,,,,,,,,
frozen meals,tidbits,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
citrus fruit,butter milk,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
sausage,root vegetables,kitchen towels,,,,,,,,
citrus fruit,pastry,other vegetables,pastry,,,,,,,
zwieback,rice,,,,,,,,,
rolls/buns,baking powder,onions,bottled water,,,,,,,
pip fruit,soda,,,,,,,,,
whole milk,rolls/buns,other vegetables,white bread,,,,,,,
sausage,rolls/buns,,,,,,,,,
soda,root vegetables,,,,,,,,,
beverages,frozen meals,,,,,,,,,
onions,rum,,,,,,,,,
pastry,bottled beer,,,,,,,,,
canned beer,frozen fish,,,,,,,,,
turkey,canned beer,abrasive cleaner,,,,,,,,
root vegetables,whole milk,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
bottled water,sparkling wine,,,,,,,,,
bottled water,meat spreads,,,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
rice,whipped/sour cream,,,,,,,,,
photo/film,white bread,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
nuts/prunes,whole milk,,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
root vegetables,dessert,whisky,,,,,,,,
newspapers,bottled beer,domestic eggs,,,,,,,,
other vegetables,napkins,,,,,,,,,
white bread,whole milk,pastry,shopping bags,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
soda,oil,,,,,,,,,
tropical fruit,berries,,,,,,,,,
misc. beverages,brown bread,,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
pip fruit,specialty chocolate,liquor,rolls/buns,,,,,,,
liquor,specialty chocolate,,,,,,,,,
sausage,frozen fruits,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
brown bread,tropical fruit,rolls/buns,,,,,,,,
frankfurter,dog food,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
whole milk,sauces,,,,,,,,,
sausage,beef,white wine,other vegetables,,,,,,,
soda,dishes,,,,,,,,,
meat,photo/film,,,,,,,,,
tropical fruit,fish,,,,,,,,,
salty snack,yogurt,,,,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
other vegetables,whole milk,yogurt,hard cheese,bottled beer,,,,,,
frozen potato products,female sanitary products,whole milk,other vegetables,fruit/vegetable juice,,,,,,
